wikidata_id,title,description,bucket,enwiki_title,country,relevance_start,relevance_end,pageviews_365d,points
Q135096,"I, Claudius",1976 TV miniseries | bucket: tv_series,tv_series,"I, Claudius (TV series)",United Kingdom,1976-09-20,1976-12-06,0,4
Q877212,ICE,2007 original video animation | bucket: film,film,Ice (anime),Japan,2007-01-01,2007-01-01,0,4
Q946657,Iah,Egyptian moon god | bucket: fictional_character,fictional_character,Iah,,,,0,4
Q152880,Iannis Xenakis,"Greek-French composer, architect and engineer (1922–2001) | bucket: human",human,Iannis Xenakis,Greece; France,1922-05-29,2001-02-04,0,4
Q130336967,Ich bin ein Musikante,German folksong | bucket: musical_work,musical_work,Ich bin ein Musikante,,,,0,4
Q602932,Ichigeki Sacchu!! HoiHoi-san,video game | bucket: film,film,Ichigeki Sacchu!! HoiHoi-san,Japan,,,0,4
Q12530,Idols,Finnish reality-television singing competition | bucket: tv_series,tv_series,Idols (Finnish TV series),Finland,2003-09-26,2018-11-30,0,4
Q3148110,Iftekhar Ahmed Chowdhury,Bangladeshi diplomat | bucket: human,human,Iftekhar Ahmed Chowdhury,,1946-01-01,,0,4
Q1051726,Ihy,Egyptian god | bucket: fictional_character,fictional_character,Ihy,,,,0,4
Q5995130,Ijaz Ahmed Shah,politician in Pakistan | bucket: human,human,Ijaz Ahmed Shah,Pakistan,1954-01-01,,0,4
Q131171,Imhotep,"Egyptian polymath, later revered as a god | bucket: fictional_character",fictional_character,Imhotep,Ancient Egypt,-2800-01-01,-2700-01-01,0,4
Q1128502,Imsety,Egyptian deity | bucket: fictional_character,fictional_character,Imset,,,,0,4
Q451171,In the Beginning,2000 film directed by Kevin Connor | bucket: tv_series,tv_series,In the Beginning (miniseries),United States,2000-01-01,2000-11-13,0,4
Q20003,In the End,2001 single by Linkin Park | bucket: musical_work,musical_work,In the End,United States,2001-10-01,2001-10-01,0,4
Q6024495,Indie Royale,Indie game distributor website | bucket: video_game,video_game,Indie Royale,,,,0,4
Q160609,Innocent IV,pope of the Catholic Church from 1243 to 1254 | bucket: human,human,Pope Innocent IV,Republic of Genoa,http://www.wikidata.org/.well-known/genid/6658ff3306966bb26674ea7e3baed814,1254-12-21,0,4
Q2759319,Innocent Love,Japanese television series | bucket: tv_series,tv_series,Innocent Love (TV series),Japan,2008-10-20,2008-12-22,0,4
Q257156,Inonge Mbikusita-Lewanika,Zambian diplomat | bucket: human,human,Inonge Mbikusita-Lewanika,Zambia,1943-07-10,,0,4
Q2267797,Insurgency: Modern Infantry Combat,"multiplayer, tactical first-person shooter video game | bucket: video_game",video_game,Insurgency: Modern Infantry Combat,,2007-07-01,2007-07-01,0,4
Q2514657,Intellivision Lives!,1998 video compilation of over 60 Intellivision video games | bucket: video_game,video_game,Intellivision Lives!,United States,1998-12-18,1998-12-18,0,4
Q135682,Intermarché-Wanty,Belgian cycling team | bucket: sports_team,sports_team,Intermarché–Wanty,Belgium,2008-01-01,2025-01-01,0,4
Q16995030,Internet Diplomacy,"online implementations of Diplomacy, the strategic board game | bucket: video_game",video_game,Internet Diplomacy,,,,0,4
Q1107020,Inu o Kau to Iu Koto,Japanese television series | bucket: tv_series,tv_series,Inu o Kau to Iu Koto,Japan,2011-04-15,2011-06-10,0,4
Q426252,Iria: Zeiram the Animation,original video animation | bucket: film,film,Iria: Zeiram the Animation,Japan,1994-06-23,1994-11-21,0,4
Q6072869,Iron Virgin Jun,Japanese manga | bucket: film,film,Iron Virgin Jun,,,,0,4
Q16920,Iroppoi Jirettai,2005 single by Morning Musume | bucket: musical_work,musical_work,Iroppoi Jirettai,,2005-07-27,2005-07-27,0,4
Q11378930,Isegahama stable,stable of sumo wrestlers | bucket: sports_team,sports_team,Isegahama stable (2007),Japan,,,0,4
Q6079709,Isenoumi stable,heya (or stable) of sumo wrestlers | bucket: sports_team,sports_team,Isenoumi stable,Japan,,,0,4
Q79876,Isis,Egyptian deity | bucket: fictional_character,fictional_character,Isis,,,,0,4
Q1413385,Iunit,"ancient Egyptian goddess, wife of the god Mentu | bucket: fictional_character",fictional_character,Iunit,,,,0,4
Q1421762,Iusaaset,mythical character | bucket: fictional_character,fictional_character,Iusaaset,,,,0,4
Q6102474,Izutsu stable,bucket: sports_team,sports_team,Izutsu stable,Japan,,,0,4
Q1149954,J.A.K.Q. Dengekitai,television series | bucket: tv_series,tv_series,J.A.K.Q. Dengekitai,Japan,1977-04-09,1977-12-24,0,4
Q335552,Jack Dorsey,American software entrepreneur and co-founder of Twitter | bucket: human,human,Jack Dorsey,United States,1976-11-19,,0,4
Q466062,Jack Holborn,television series | bucket: tv_series,tv_series,Jack Holborn,Germany,1982-12-21,1982-01-01,0,4
Q6138903,James Marape,Papua New Guinea politician | bucket: human,human,James Marape,Papua New Guinea,1971-04-24,,0,4
Q264337,James Wharton,British politician (born 1984) | bucket: human,human,"James Wharton, Baron Wharton of Yarm",United Kingdom,1984-02-16,,0,4
Q6148143,Jampack,demo series from Sony under its PlayStation Underground brand | bucket: video_game,video_game,Jampack,,,,0,4
Q269252,Janet Megamix 04,2003 single by Janet Jackson | bucket: musical_work,musical_work,Janet Megamix 04,,2003-12-11,2003-12-11,0,4
Q106706,Jeff Goldblum,American actor and musician | bucket: human,human,Jeff Goldblum,United States,1952-10-22,,0,4
Q470572,Jesus of Nazareth,"1977 television biopic and religious miniseries directed by Franco Zeffirelli, and 1978 movie film by Franco Zeffirelli | bucket: tv_series",tv_series,Jesus of Nazareth (TV series),Italy; United Kingdom,1977-01-01,1977-04-24,0,4
Q524554,Jet Jaguar,humanoid robot from the Godzilla film series | bucket: fictional_character,fictional_character,Jet Jaguar,,,,0,4
Q6189444,Jewel BEM Hunter Lime,3-episode OVA released between 1996 and 1997 | bucket: film,film,Jewel BEM Hunter Lime,Japan,,,0,4
Q114837811,Jimmy's Vendetta,Mafia II DLC | bucket: video_game,video_game,Jimmy's Vendetta,Czech Republic,2010-09-07,2010-09-07,0,4
Q6204056,JoJo's Bizarre Adventure,1993–2002 original video animation | bucket: film,film,JoJo's Bizarre Adventure (OVA),Japan,1993-01-01,2002-10-25,0,4
Q6213149,Joe vs. Joe,2003 original video animation | bucket: film,film,Joe vs. Joe,Japan,2003-01-01,2003-01-01,0,4
Q87680,Johannes Baptista Sproll,German bishop (1870-1949) | bucket: human,human,Joannes Baptista Sproll,Germany,1870-10-02,1949-03-04,0,4
Q1640072,John Treadwell Nichols,American ichthyologist and ornithologist (1883-1958) | bucket: human,human,John Treadwell Nichols,United States,1883-06-11,1958-11-10,0,4
Q172916,John XXI,pope (1276-1277) | bucket: human,human,Pope John XXI,Kingdom of Portugal,1215-01-01,1277-05-27,0,4
Q171367,Jordan Grand Prix,Irish auto racing team | bucket: sports_team,sports_team,Jordan Grand Prix,United Kingdom,1991-01-01,,0,4
Q6290564,Josiah Martin,"governor of North Carolina from 1771 to 1776, and in exile until 1783 | bucket: human",human,Josiah Martin,Kingdom of Great Britain,1737-04-23,1786-04-13,0,4
Q332058,José Antonio Pavón,Spanish botanist (1754-1840) | bucket: human,human,José Antonio Pavón Jiménez,Spain,1754-04-22,1840-03-13,0,4
Q145881,Juan Ponce Enrile,"Filipino politician, senator and former military chief; Member of the Senate of the Philippines from 1987-1992; 1995-2001; 2004 to 2016 | bucket: human",human,Juan Ponce Enrile,Philippines,1924-02-14,2025-11-13,0,4
Q51596024,Judy McGregor,"New Zealand lawyer, journalist, public servant and academic | bucket: human",human,Judy McGregor,New Zealand,1948-03-17,,0,4
Q2720164,Jun Kazama,fictional character from Tekken | bucket: fictional_character,fictional_character,Jun Kazama,,,,0,4
Q21097,Just Don't Give a Fuck,1998 single by Eminem | bucket: musical_work,musical_work,Just Don't Give a Fuck,United States,1998-10-13,1998-10-13,0,4
Q272288,Justin Tomlinson,British politician (born 1976) | bucket: human,human,Justin Tomlinson,United Kingdom,1976-11-05,,0,4
Q2604192,K-9 and Company,1981 pilot episode of a proposed Doctor Who spin-off series | bucket: film,film,K-9 and Company,United Kingdom,1981-12-28,1981-12-28,0,4
Q577692,Kaiku,cycling team | bucket: sports_team,sports_team,Kaiku,Spain,2005-01-01,2006-01-01,0,4
Q1049233,Kamen Rider Kuuga,bucket: tv_series,tv_series,Kamen Rider Kuuga (character),Japan,,,0,4
Q585299,Kasper crypto4me,Czech cycling team | bucket: sports_team,sports_team,Kasper Crypto4me,Czech Republic,2000-01-01,,0,4
Q6374881,Kasugano stable,"sumo school in Ryōgoku, Tokyo, Japan | bucket: sports_team",sports_team,Kasugano stable,Japan,,,0,4
Q6374884,Kasugayama stable,Sumo stable merged in 2017 | bucket: sports_team,sports_team,Kasugayama stable,Japan,2016-01-01,2016-01-01,0,4
Q262835,Kataomoi Finally,2012 single by SKE48 | bucket: musical_work,musical_work,Kataomoi Finally,,2012-01-25,2012-01-25,0,4
Q6375117,Kataonami Stable,Stable of sumo wrestlers | bucket: sports_team,sports_team,Kataonami stable,Japan,,,0,4
Q847200,Katusha-Alpecin,Russian road bicycle racing team | bucket: sports_team,sports_team,Katusha–Alpecin,Switzerland; Russia,2009-01-01,2019-01-01,0,4
Q172541,Kauhsen,Formula One team | bucket: sports_team,sports_team,Kauhsen,Germany,,,0,4
Q1353960,Kebehet,mythical character | bucket: fictional_character,fictional_character,Kebechet,,,,0,4
Q1073239,Kekkon Dekinai Otoko,Japanese TV series or program | bucket: tv_series,tv_series,Kekkon Dekinai Otoko,Japan,2006-07-04,2006-09-19,0,4
Q15506789,Kelechi Iheanacho,Nigerian association football player | bucket: human,human,Kelechi Iheanacho,Nigeria,1996-10-03,,0,4
Q20055581,Kelly Tolhurst,British politician (born 1978) | bucket: human,human,Kelly Tolhurst,United Kingdom,1978-08-23,,0,4
Q724255,Kenna,American singer | bucket: human,human,Kenna,United States; Ethiopia,1978-01-01,,0,4
Q1013851,Key the Metal Idol,1994 original video animation anime series directed by Hiroaki Sato | bucket: film,film,Key the Metal Idol,Japan,1994-12-16,1994-12-16,0,4
Q1536115,Khensit,Egyptian deity | bucket: fictional_character,fictional_character,Khensit,,,,0,4
Q183097,Khnum,god of creation and the waters in Egyptian mythology | bucket: fictional_character,fictional_character,Khnum,,,,0,4
Q6409723,Kimagure Robot,2004 original video animation | bucket: film,film,Kimagure Robot,Japan,2004-01-01,2004-01-01,0,4
Q2785011,Kirby's Dream Collection,video game compilation | bucket: video_game,video_game,Kirby's Dream Collection,,2012-07-19,2012-07-19,0,4
Q4143705,Kirill Gorbunov,Russian painter (1822-1893) | bucket: human,human,Kirill Gorbunov,Russian Empire,1822-01-01,1893-11-20,0,4
Q6415360,Kiriyama stable,Japanese sumo stable | bucket: sports_team,sports_team,Kiriyama stable,Japan,,,0,4
Q6416442,Kise stable,Organization of sumo wrestlers | bucket: sports_team,sports_team,Kise stable (2003),Japan,,,0,4
Q14047,Kissin U,pop rock single by Miranda Cosgrove | bucket: musical_work,musical_work,Kissin U,United States,2010-03-22,2010-03-22,0,4
Q268027,Kitty Kat,2006 song by Beyoncé | bucket: musical_work,musical_work,Kitty Kat (song),United States,2006-01-01,2006-01-01,0,4
Q369065,Knights of Ramune,original video animation | bucket: film,film,Knights of Ramune,Japan,,,0,4
Q172465,Kojima Engineering,automobile manufacturer | bucket: sports_team,sports_team,Kojima Engineering,Japan,,,0,4
Q6426776,Kokonoe stable,stable of sumo wrestlers | bucket: sports_team,sports_team,Kokonoe stable,Japan,,,0,4
Q3198440,Kolanthes,Egyptian deity | bucket: fictional_character,fictional_character,Kolanthes,,,,0,4
Q6144326,Konami Arcade Classics,1998 video game | bucket: video_game,video_game,Konami 80's Arcade Gallery,Japan,1999-05-13,1999-05-13,0,4
Q12283505,Konstantin,Bulgarian singer | bucket: human,human,Konstantin (singer),Bulgaria,1976-07-17,,0,4
Q4250192,Krymbek Kusherbayev,Kazakhstani politician | bucket: human,human,Krymbek Kusherbayev,Kazakhstan,1955-05-20,,0,4
Q20985233,Kumai Bayang Akaahs,"Nigerian jurist, Supreme Court justice | bucket: human",human,Kumai Bayang Akaahs,Nigeria,1949-12-12,,0,4
Q487852,Kuttsukiboshi,2010 original video animation | bucket: film,film,Kuttsukiboshi,Japan,2010-01-01,2010-01-01,0,4
Q604687,Kṣitigarbha,bodhisattva | bucket: fictional_character,fictional_character,Kṣitigarbha,,,,0,4
Q788828,LPR,cycling team | bucket: sports_team,sports_team,LPR (cycling team),Ireland; Switzerland,2004-01-01,2009-01-01,0,4
Q1469717,La donna è mobile,aria from the opera Rigoletto by Giuseppe Verdi | bucket: musical_work,musical_work,La donna è mobile,,,,0,4
Q1105802,Lagrange: The Flower of Rin-ne,Japanese anime television series | bucket: film,film,Lagrange: The Flower of Rin-ne,Japan,,,0,4
Q6481091,LambdaMOO,text based online virtual world | bucket: video_game,video_game,LambdaMOO,United States,1990-01-01,1990-01-01,0,4
Q172958,Larrousse,F1 team | bucket: sports_team,sports_team,Larrousse,France,,,0,4
Q1130642,Laurana Kanan,fictional character from Dragonlance | bucket: fictional_character,fictional_character,Laurana Kanan,,,,0,4
Q47441,Le cœur a ses raisons,French language Québécois téléroman | bucket: tv_series,tv_series,Le cœur a ses raisons,Canada,2005-02-03,2007-12-03,0,4
Q19984,Leave Out All the Rest,2008 single by Linkin Park | bucket: musical_work,musical_work,Leave Out All the Rest,United States,2008-07-14,2008-07-14,0,4
Q23056,Leave The World Behind,"2009 single by Axwell, Sebastian Ingrosso, Steve Angello and Laidback Luke | bucket: musical_work",musical_work,Leave the World Behind (song),,2009-04-01,2009-04-01,0,4
Q2699007,Legend of Heavenly Sphere Shurato,Japanese manga series | bucket: film,film,Legend of Heavenly Sphere Shurato,Japan,,,0,4
Q382828,Legend of Lemnear,Japanese OVA | bucket: film,film,Legend of Lemnear,Japan,1989-08-25,1989-08-25,0,4
Q117304813,Lego 2K Drive,2023 video game developed by Visual Concepts | bucket: video_game,video_game,Lego 2K Drive,United States,2023-05-19,2023-05-19,0,4
Q3192,Let's Go,2012 song by Scottish disc jockey Calvin Harris | bucket: musical_work,musical_work,Let's Go (Calvin Harris song),United States,2012-03-30,2012-03-30,0,4
Q16932658,Liberty Bell,1894 slot machine | bucket: video_game,video_game,Liberty Bell (game),,,,0,4
Q19831807,Lichess,chess online server | bucket: video_game,video_game,Lichess,France,2010-06-20,,0,4
Q171972,Life Racing Engines,sports organization | bucket: sports_team,sports_team,Life Racing Engines,Italy,1990-01-01,1990-01-01,0,4
Q283316,Lighters,2011 single by Bad Meets Evil | bucket: musical_work,musical_work,Lighters (song),United States,2011-07-01,2011-07-01,0,4
Q16595821,Lilly Maxwell,Scottish suffragist | bucket: human,human,Lilly Maxwell,Kingdom of Great Britain; United Kingdom of Great Britain and Ireland,1800-01-01,1876-10-24,0,4
Q326299,Lionel Bart,British writer and composer of pop music and musicals | bucket: human,human,Lionel Bart,United Kingdom,1930-08-01,1999-04-03,0,4
Q172857,Lola Cars,British racing car engineering company | bucket: sports_team,sports_team,Lola Cars,United Kingdom,1958-01-01,2012-01-01,0,4
Q115794209,Lords of the Earth,play-by-email game | bucket: video_game,video_game,Lords of the Earth,,1983-01-01,1983-01-01,0,4
Q19992,Lost in the Echo,2012 single by Linkin Park | bucket: musical_work,musical_work,Lost in the Echo,United States,2012-08-03,2012-08-03,0,4
Q715612,Love Generation,1997 Japanese television series | bucket: tv_series,tv_series,Love Generation (TV series),Japan,1997-10-13,1997-12-22,0,4
Q726638,Love at First Sight,2002 song by Kylie Minogue | bucket: musical_work,musical_work,Love at First Sight (Kylie Minogue song),,2002-06-10,2002-06-10,0,4
Q264859,Loverboy,2001 single by Mariah Carey | bucket: musical_work,musical_work,Loverboy (Mariah Carey song),United States,2001-07-16,2001-07-16,0,4
Q872103,Lucky Seven,"2012 Japanese television drama broadcast by Fuji Television from January 16 to March 19, 2012 | bucket: tv_series",tv_series,Lucky Seven (TV series),Japan,2012-01-16,2012-03-19,0,4
Q1074132,Lunch no Joō,2002 Japanese drama series | bucket: tv_series,tv_series,The Queen of Lunchtime Cuisine,Japan,2002-07-01,2002-09-16,0,4
Q276614,Luv Your Life,2002 single by Silverchair | bucket: musical_work,musical_work,Luv Your Life,,2002-09-02,2002-09-02,0,4
Q19977,Lying from You,2004 song by Linkin Park | bucket: musical_work,musical_work,Lying from You,United States,2004-01-01,2004-01-01,0,4
Q6714096,MAD,multi-user dungeon based in France | bucket: video_game,video_game,MAD (MUD),France,,,0,4
Q451975,MD Geist,1986 original video animation | bucket: film,film,M.D. Geist,Japan,1986-01-01,1986-01-01,0,4
Q6716239,MIST,text-based virtual world started in 1986 | bucket: video_game,video_game,MIST (MUD),,1986-01-01,1986-01-01,0,4
Q6719039,MUD1,text-based virtual world started in 1978 | bucket: video_game,video_game,MUD1,United Kingdom,1978-01-01,1978-01-01,0,4
Q6729615,Magaki Stable,Japanese sumo stable | bucket: sports_team,sports_team,Magaki stable,Japan,,,0,4
Q108583,Magnoald Ziegelbauer,German church historian | bucket: human,human,Magnoald Ziegelbauer,Germany,1688-10-05,1750-06-14,0,4
Q915141,Mahāmāyūrī,Bodhisattva and Wisdom Queen | bucket: fictional_character,fictional_character,Mahamayuri,,,,0,4
Q1465683,Mahāsthāmaprāpta,Bodhisattva mahāsattva | bucket: fictional_character,fictional_character,Mahasthamaprapta,,,,0,4
Q193461,Maitreya,future Buddha in Buddhist eschatology | bucket: fictional_character,fictional_character,Maitreya,,,,0,4
Q23094,Make It Bun Dem,song by Skrillex and Damian Marley | bucket: musical_work,musical_work,Make It Bun Dem,United States,2012-08-28,2012-08-28,0,4
Q172197,Maki Engineering,Formula One team | bucket: sports_team,sports_team,Maki Engineering,Japan,,,0,4
Q299849,Malin Birgerson,Swedish actress | bucket: human,human,Malin Birgerson,Sweden,1968-01-28,,0,4
Q136721776,Mare Gan,traditional religious songs of the Patirabha community of Assam | bucket: musical_work,musical_work,Mare-Gan,India,,,0,4
Q130670,Mare Nostrum,total conversion mod of the 2006 video game Red Orchestra: Ostfront 41-45 | bucket: video_game,video_game,Mare Nostrum (video game),United States,2008-03-01,2008-10-17,0,4
Q85885,Margaret Stonborough-Wittgenstein,Austrian philanthropist (1882-1958) | bucket: human,human,Margaret Stonborough-Wittgenstein,United States; Austria,1882-09-19,1958-09-27,0,4
Q312340,Marian Lupu,Moldovan politician | bucket: human,human,Marian Lupu,Moldova; Soviet Union,1966-06-20,,0,4
Q111307774,Mario Kart 8 Deluxe – Booster Course Pass,2022 downloadable content | bucket: video_game,video_game,Mario Kart 8 Deluxe – Booster Course Pass,Japan,2022-03-18,2022-03-18,0,4
Q105558,Mark Forster,German singer | bucket: human,human,Mark Forster (singer),Germany,1983-01-11,,0,4
Q264685,Marvin the Paranoid Android,robot in The Hitchhiker's Guide to The Galaxy | bucket: fictional_character,fictional_character,Marvin the Paranoid Android,,,,0,4
Q6779980,Mary Karooro Okurut,Ugandan politician and writer | bucket: human,human,Mary Karooro Okurut,Uganda,1954-12-08,2025-08-11,0,4
Q231111,Mary Leakey,British paleoanthropologist (1913-1996) | bucket: human,human,Mary Leakey,United Kingdom,1913-02-06,1996-12-09,0,4
Q17286,Mastermind,board game | bucket: video_game,video_game,Mastermind (board game),,1970-01-01,1970-01-01,0,4
Q477458,Masyu,logic puzzle designed and published by Nikoli | bucket: video_game,video_game,Masyu,,,,0,4
Q231093,Mayim Bialik,"American actress, television personality, and author (born 1975) | bucket: human",human,Mayim Bialik,United States,1975-12-12,,0,4
Q265884,Mazinkaiser,original video animation | bucket: film,film,Mazinkaiser,Japan,,,0,4
Q471696,Mañjuśrī,"bodhisattva in Mahāyāna Buddhism, who represents the transcendent wisdom of the Buddhas | bucket: fictional_character",fictional_character,Manjushri,,,,0,4
Q172030,McLaren,British Formula One team | bucket: sports_team,sports_team,McLaren,United Kingdom,1963-01-01,,0,4
Q745804,Megami Paradise,1994 video game | bucket: film,film,Megami Paradise,Japan,1994-01-01,1994-01-01,0,4
Q260725,Megan Rapinoe,American soccer player | bucket: human,human,Megan Rapinoe,United States,1985-07-05,,0,4
Q2500615,Mehen,Egyptian god | bucket: fictional_character,fictional_character,Mehen,,,,0,4
Q2407159,Meitantei no Okite,Japanese TV series or program | bucket: tv_series,tv_series,Lessons for a Perfect Detective Story,Japan,2009-04-17,2009-06-19,0,4
Q45204,Menhit,Egyptian deity | bucket: fictional_character,fictional_character,Menhit,,,,0,4
Q172721,Mercedes F1 Team,auto racing team | bucket: sports_team,sports_team,Mercedes AMG F1,United Kingdom,1964-01-01,,0,4
Q6820936,Mervyn Storey,British politician (born 1964) | bucket: human,human,Mervyn Storey,United Kingdom,1964-09-04,,0,4
Q172577,Merzario,Italian racing team | bucket: sports_team,sports_team,Merzario,Italy,,,0,4
Q2539933,Metroid Prime: Trilogy,2009 video game compilation | bucket: video_game,video_game,Metroid Prime: Trilogy,United States,2009-08-24,2015-01-29,0,4
Q218630,Michael Dell,American businessman and CEO (born 1965) | bucket: human,human,Michael Dell,United States,1965-02-23,,0,4
Q303085,Michael Ellis,British Conservative party politician (born 1967) | bucket: human,human,Michael Ellis (British politician),United Kingdom,1967-10-13,,0,4
Q6830839,Michael Gunner,Australian politician | bucket: human,human,Michael Gunner,Australia,1976-01-06,,0,4
Q185945,Michalis Chrisochoidis,Greek politician | bucket: human,human,Michalis Chrisochoidis,Greece,1955-10-31,,0,4
Q363392,Michel Aoun,13th President of Lebanon from 2016 to 2022 | bucket: human,human,Michel Aoun,Lebanon,1933-09-30,,0,4
Q323197,Michel Strogoff,1975 French / Italian / German television miniseries | bucket: tv_series,tv_series,Michel Strogoff (miniseries),France; Germany,1975-12-23,1976-01-01,0,4
Q6837908,Michinoku stable,stable of sumo wrestlers | bucket: sports_team,sports_team,Michinoku stable,Japan,,,0,4
Q17041785,Mick Maguire,traditional Irish folk song about courtship | bucket: musical_work,musical_work,Mick Maguire,Ireland,,,0,4
Q6839118,MicroMUSE,1990 video game | bucket: video_game,video_game,MicroMUSE,,1990-01-01,1990-01-01,0,4
Q517199,Microsoft Entertainment Pack,set of video games | bucket: video_game,video_game,Microsoft Entertainment Pack,United States,1989-01-01,1989-01-01,0,4
Q5230176,Midway Arcade Treasures 3,2005 compilation of arcade and racing games | bucket: video_game,video_game,Midway Arcade Treasures 3,United States,2005-09-26,2005-10-24,0,4
Q6845330,Mihogaseki stable,Japanese sumo stable | bucket: sports_team,sports_team,Mihogaseki stable,Japan,,,0,4
Q254385,Mike Chapman,Australian record producer and songwriter | bucket: human,human,Mike Chapman,Australia,1947-04-13,,0,4
Q142381,Minardi,Italian racing team | bucket: sports_team,sports_team,Minardi,Italy,,,0,4
Q6863260,Minato stable,stable of sumo wrestlers | bucket: sports_team,sports_team,Minato stable,Japan,,,0,4
Q126194,Minesweeper,logic puzzle video game genre | bucket: video_game,video_game,Minesweeper (video game),Peru,1989-01-01,1989-01-01,0,4
Q6864593,Minezaki Stable,bucket: sports_team,sports_team,Minezaki stable,Japan,,,0,4
Q267229,Mirror Mirror,1998 Song by Blind Guardian | bucket: musical_work,musical_work,Mirror Mirror (Blind Guardian song),,1998-02-07,1998-02-07,0,4
Q284795,Miss You,2008 single by Yuna Ito | bucket: musical_work,musical_work,Miss You (Yuna Ito song),,2008-09-03,2008-09-03,0,4
Q175915,Mistral's Daughter,1984 American TV miniseries | bucket: tv_series,tv_series,Mistral's Daughter,United States,1984-09-24,1984-09-26,0,4
Q638384,Mitsubishi-Jartazi,cycling team (2004-2008) | bucket: sports_team,sports_team,Mitsubishi–Jartazi,Belgium; Estonia,2004-01-01,2008-01-01,0,4
Q6884198,Miyagino stable,stable of sumo wrestlers | bucket: sports_team,sports_team,Miyagino stable,Japan,,,0,4
Q1067292,Mnevis,ancient Egyptian bull deity | bucket: fictional_character,fictional_character,Mnevis,,,,0,4
Q2755118,Mobile Suit Gundam SEED Astray,Japanese manga series | bucket: film,film,Mobile Suit Gundam SEED Astray,Japan,,,0,4
Q130331650,Mochi Mayhem,epilogue of The Hidden Treasure of Area Zero | bucket: video_game,video_game,Mochi Mayhem,,2024-01-11,2024-01-11,0,4
Q702515,Moeyo Ken,video game | bucket: film,film,Moeyo Ken (anime),,,,0,4
Q6895059,Mojisoluwa Akinfenwa,"Nigerian politician, Senator of Osun East | bucket: human",human,Moji Akinfenwa,Nigeria,1930-01-01,2019-10-10,0,4
Q74558,Monika Dannemann,German figure skater and painter (1945–1996) | bucket: human,human,Monika Dannemann,Germany,1945-06-24,1996-04-05,0,4
Q614393,Monsters,television series | bucket: tv_series,tv_series,Monsters (Japanese TV series),Japan,2012-10-21,2012-12-09,0,4
Q1065959,Moonlight Lady,2000 video game developed by Root | bucket: film,film,Moonlight Lady (anime),Japan,2000-12-22,2005-04-30,0,4
Q961,More Than Life at Stake,Polish television series | bucket: tv_series,tv_series,More Than Life At Stake,Poland; Polish People's Republic,1968-10-10,1968-01-01,0,4
Q265269,More Than a Woman,single by Aaliyah | bucket: musical_work,musical_work,More Than a Woman (Aaliyah song),United States,2001-11-13,2001-11-13,0,4
Q1947693,MorgenGrauen,1992 video game | bucket: video_game,video_game,MorgenGrauen,Germany,1992-01-01,1992-01-01,0,4
Q982259,Mosiuoa Lekota,South African politician | bucket: human,human,Mosiuoa Lekota,South Africa,1948-08-13,2026-03-04,0,4
Q671005,Moteki,television series | bucket: tv_series,tv_series,Moteki,Japan,2010-07-16,2011-09-23,0,4
Q613962,Mother,2010 Japanese Television series | bucket: tv_series,tv_series,Mother (Japanese TV series),Japan,2010-04-14,2010-06-23,0,4
Q26236935,Muhadjir Effendy,Indonesian politician and rector | bucket: human,human,Muhadjir Effendy,Indonesia,1956-07-29,,0,4
Q265656,Multi Theft Auto,modification for the Grand Theft Auto series of video games | bucket: video_game,video_game,Multi Theft Auto,,2006-01-22,2006-01-22,0,4
Q1151768,Munto,Japanese original video animation | bucket: film,film,Munto,Japan,2003-03-18,2003-03-18,0,4
Q5507484,Musashigawa stable,stable of sumo wrestlers | bucket: sports_team,sports_team,Musashigawa stable (2013),Japan,,,0,4
Q29409,Mut,Egyptian deity | bucket: fictional_character,fictional_character,Mut,,,,0,4
Q35023,My Babysitter's a Vampire,2011 Canadian television series | bucket: tv_series,tv_series,My Babysitter's a Vampire (TV series),Canada,2011-02-28,2013-04-11,0,4
Q5280512,My My Mai,Japanese manga series | bucket: film,film,My My Mai,Japan,,,0,4
Q238847,My Yiddishe Momme,song by Jack Yellen and Lew Pollack | bucket: musical_work,musical_work,My Yiddishe Momme,,1925-01-01,1925-01-01,0,4
Q638372,NGC Medical-OTC Industria Porte,cycling team | bucket: sports_team,sports_team,NGC Medical–OTC Industria Porte,Italy; Switzerland,2006-01-01,2008-01-01,0,4
Q262920,Na-NaNa-Na,single | bucket: musical_work,musical_work,Na-NaNa-Na,United States,2005-01-01,2005-01-01,0,4
Q11366049,Nakamura Stable,Japanese sumo stable | bucket: sports_team,sports_team,Nakamura stable (1986–2013),Japan,,,0,4
Q334718,Nasser Mohammed Al-Ahmed Al-Sabah,former Prime Minister of Kuwait 2006-2011 | bucket: human,human,Nasser Al-Mohammed Al-Sabah,Kuwait,1940-12-22,,0,4
Q1966829,Nathi Mthethwa,South African politician (1967–2025) | bucket: human,human,Nathi Mthethwa,South Africa,1967-01-23,2025-09-29,0,4
Q1809475,Natural Selection,2002 video game | bucket: video_game,video_game,Natural Selection (video game),United States,2002-10-31,2002-10-31,0,4
Q19302,Nebethetepet,ancient Egyptian goddess | bucket: fictional_character,fictional_character,Nebethetepet,,,,0,4
Q3337608,Nebtuwi,Egyptian deity | bucket: fictional_character,fictional_character,Nebtuwi,,,,0,4
Q19282,Nehmetawy,ancient Egyptian goddess | bucket: fictional_character,fictional_character,Nehmetawy,Ancient Egypt,,,0,4
